,Unnamed: 0,title,artist,Album_date,LIKE,Album_name,Album_Genre,Lyric,label
10,10,SMILEY (Feat. BIBI),YENA (최예나),2022.01.17,"93,879",ˣ‿ˣ (SMiLEY),댄스,"울지 마 울지 마
어린아이같이
웃는 게 웃는 게
이기는 거라고
You are so cute
You are so dumb
네가 하는 말이
오늘따라 듣기 싫어
하늘을 한 번 쳐다보고
내가 꾹 참고
맘을 다 잡고
네게 밝게 웃어줄게
And I say Hey
I’m gonna make it
Smile Smile Smile away
예쁘게 웃고 넘겨버릴래
Just Smile away
Just Smile away
아픔 슬픔 외로움 잊게
I say hey
I never wanna Cry Cry Cry all day
갑자기 눈물이 차오를 땐
Just Smile away
Just Smile away
안녕이라 말할래
With my Smiley face
비웃을 때 빼고
내 입꼬리는 Chillin’
나빠야지 살아남지 넌 뭐해
귀엽고 예쁘면 장땡이냐 근데
널 보고 있으니까 기분이가 좋네
삐뚤어진 성격 모두 나를 겁내
아주 그냥 확 너는 왜 계속 웃어
당황하는 틈을 타 날 무장해제
친구가 될 수 있을까 우리 둘이
내가 꾹 참고
맘을 다잡고
네게 밝게 웃어줄게
And I say Hey
I’m gonna make it
Smile Smile Smile away
예쁘게 웃고 넘겨버릴래
Just Smile away
Just smile away
아픔 슬픔 외로움 잊게
I say hey
I never wanna Cry Cry Cry all day
갑자기 눈물이 차오를 땐
Just Smile away
Just Smile away
안녕이라 말할래
With my Smiley face
사실 나의 맘속은 그게 아닌데
웃어넘기기에 난 너무 행복해
세상 환히 웃고 있는 내게
미친 세상은 날 미쳤다 하겠지
I don’t care
I don’t care
What you saying
한 번 사는 내 삶 I Smile it
Even it’s lonely & dark
Yeah I
And I say Hey
I’m gonna make it
Smile Smile Smile away
예쁘게 웃고 넘겨버릴래
Just Smile away
Just Smile away
아픔 슬픔 외로움 잊게
I say hey
I never wanna Cry Cry Cry all day
갑자기 눈물이 차오를 땐
Just Smile away
Just Smile away
안녕이라 말할래
With my Smiley face",2
11,11,다정히 내 이름을 부르면,"경서예지, 전건호",2021.05.19,"121,455",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드,"끝없이 별빛이 내리던 밤
기분 좋은 바람이
두 빰을 스치고
새벽 바다 한곳을 보는
아름다운 너와 나
그림을 그려갔어
모래 위 떨린 손끝으로
날 향해 웃어주는 입술
끝 모양과 저 달보다
사랑스러운 두 눈을 가진 네가
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
남은 내 모든 날을 너에게
다 줘도 안 아까워
이제서야 내가
사랑에 눈을 뜬 건 가봐
경험하지 못했고
믿기지 않는 일만
일어나고 있는 거 아니
5월에 피는 봄꽃 처럼
내 사랑도 피어나
부는 바람에 살며시 실어 보내
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
설레는 지금이
꿈이 아닌 걸 알잖아
난 더 바랄 게 없어
먼 훗날 내 생애
아주 작은 소리로
귓가에 말할 거야
내 곁에 머물러줘서
마음 다해 고맙다고
어떤 말로도 표현 못 할
내 인생의 전부였다고
이 순간 너를 꼭 안고
고백할게 언제나
우리 모든 날들과
별빛 아래 우리 그림자
제일로 특별하다고
길고 긴 겨울 끝을 지나
너의 앞에 서있는 지금
선명한 목소리로
널 사랑한다고
말할게",0
12,12,ELEVEN,IVE (아이브),2021.12.01,"118,329",ELEVEN,댄스,"따분한 나의 눈빛이
무표정했던 얼굴이
널 보며 빛나고 있어
널 담은 눈동자는 odd

내 안에 빼곡하게 피어나는 blue
내가 지금 느끼는 이 감정들은 true
내 입술을 간지럽힌 낯선 그 이름
난 몰랐어 내 맘이 이리 다채로운지

긴 꿈을 꾸게 해 이 방은 작은 heaven
춤을 추곤 해 실컷 어지러울 만큼
Oh my, oh my god
한 칸 더 채우고 있어
잘 봐 1, 2, 3, 4, 5, 6, 7
You make me feel like eleven

투명한 너와 나의 사이
가만히 들여다보다
일렁인 물결 속으로
더 빠져드는 걸

그날 향기로운 보랏빛의 mood
셀 수 없이 반복해도 기분 좋은 꿈
감히 누가 이렇게 날 설레게 할 줄
난 몰랐어 내 맘이 이리 다채로운지

긴 꿈을 꾸게 해 이 방은 작은 heaven
춤을 추곤 해 실컷 어지러울 만큼
Oh my, oh my god
한 칸 더 채우고 있어
잘 봐 1, 2, 3, 4, 5, 6, 7
You make me feel like eleven

내 앞에 있는 너를
그 눈에 비친 나를 (그 눈에 비친 나를)
Aya, aya, aya (가만히 바라봐)
내 앞에 있는 너를
그 눈에 비친 나를
가만히 바라봐

Don't say now
서둘러 오진 마
이 순간이 좋아 난
미처 몰랐어 내 맘이 이리 다채로운지

긴 꿈을 꾸게 해 이 방은 작은 heaven
춤을 추곤 해 실컷 어지러울 만큼
Oh my, oh my god
한 칸 더 채우고 있어
잘 봐 1, 2, 3, 4, 5, 6, 7
You make me feel like eleven

내 앞에 있는 너를
그 눈에 비친 나를
Aya, aya, aya
내 앞에 있는 너를
그 눈에 비친 나를
사랑하게 됐거든",0
13,13,신호등,이무진,2021.05.14,"265,285",신호등,록/메탈,"이제야 목적지를 정했지만
가려한 날 막아서네 난 갈 길이 먼데
새빨간 얼굴로 화를 냈던
친구가 생각나네
이미 난 발걸음을 떼었지만
가려한 날 재촉하네 걷기도 힘든데
새파랗게 겁에 질려 도망간
친구가 뇌에 맴도네
건반처럼 생긴 도로 위
수많은 동그라미들 모두가
멈췄다 굴렀다 말은 잘 들어
그건 나도 문제가 아냐
붉은색 푸른색 그 사이
3초 그 짧은 시간
노란색 빛을 내는
저기 저 신호등이
내 머릿속을 텅 비워버려
내가 빠른지도
느린지도 모르겠어
그저 눈앞이 샛노랄 뿐이야
솔직히 말하자면 차라리
운전대를 못 잡던 어릴 때가
더 좋았었던 것 같아
그땐 함께 온 세상을
거닐 친구가 있었으니
건반처럼 생긴 도로 위
수많은 조명들이 날 빠르게
번갈아 가며 비추고 있지만
난 아직 초짜란 말이야
붉은색 푸른색 그 사이
3초 그 짧은 시간
노란색 빛을 내는 저기 저 신호등이
내 머릿속을 텅 비워버려
내가 빠른지도
느린지도 모르겠어
그저 눈앞이 샛노랄 뿐이야
꼬질꼬질한 사람이나
부자 곁엔 아무도 없는
삼색 조명과 이색 칠 위에
서 있어 괴롭히지 마
붉은색 푸른색 그 사이
3초 그 짧은 시간
노란색 빛을 내는 저기 저 신호등이
내 머릿속을 텅 비워버려
내가 빠른지도
느린지도 모르겠어
그저 눈앞이 샛노랄 뿐이야",1
14,14,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,2021.11.13,"197,118",쇼미더머니 10 Episode 2,랩/힙합,"내가 슬플 때마다
이 노래가 찾아와
세상이 둥근 것처럼 우린 동글동글

인생은 회전목마
우린 매일 달려가
언제쯤 끝나 난 잘 몰라

어머, 벌써 정신없이 달려왔어
Speed up 어제로 돌아가는 시곌 보다가
어려워 어른이 되어가는 과정이 Uh huh
On the road, 24 시간이 아까워 Uh huh
Big noise, Everything brand new
어렸을 때처럼 바뀌지 않는 걸
찾아 나섰단 말야 왜냐면 그때가 더 좋았어 난
So let me go back
타임머신 타고 I'll go back
승호가 좋았을 때처럼만

내가 슬플 때마다
이 노래가 찾아와
세상이 둥근 것처럼 우리
인생은 회전목마
우린 매일 달려가
언제쯤 끝나 난 잘 몰라

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마

어머 벌써 정신없이 달려왔어
Speed up 어제로 돌아가는 시곌 보다가
청춘까지 뺏은 현재
탓할 곳은 어디 없네
Twenty two 세에게 너무 큰 벽
그게 말로 하고 싶어도 어려웠어
가끔은 어렸을 때로 돌아가
불가능하단 건 나도 잘 알아
그 순간만 고칠 수 있다면
지금의 나는 더 나았을까

달려가는 미터기 돈은 올라가
기사님과 어색하게 눈이 맞아
창문을 열어보지만 기분은 좋아지지 않아
그래서 손을 밖으로 쭉 뻗어 쭉 뻗어
흔들리는 택시는 어느새
목적지에 도달했다고 해
방 하나 있는 내 집 안의
손에 있던 짐들은

내가 힘들 때마다
이 노래가 찾아와
세상이 둥근 것처럼 우리
인생은 회전목마
우린 계속 달려가
언제쯤 끝날지 잘 몰라

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마

I'm on a TV show
You would never even know
사실 얼마나 많이
불안했는지
정신없이 돌아서
어딜 봐야 할지 모르겠어
들리나요 여길 보란 말이

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마",1
15,15,존재만으로,원슈타인,2022.02.26,"41,207",스물다섯 스물하나 OST Part 4,"랩/힙합, 국내드라마","Miss you
한동안 난 멍하니 지내
시간은 바쁜 듯이 흘러
바람이 매몰차게 스쳐 가네
But I
네 생각으로 힘이 나네
방금 전에 널 본 것처럼
유난히 널 닮은 별 아래
세상이 환하게 보여
넌 나를 빛나게 해
존재만으로
Bless you
너 없이 빈 하루가 가네
듬성하게 빈 공간 속에는
채워지네 너만의 모습으로
But I
네 생각으로 힘이 나네
방금 전에 널 본 것처럼
하늘의 별이 반짝이네
내 마음 아는 것처럼
넌 나를 빛나게 해
존재만으로
다시 혼자인걸 알고 나면
마치 기다리고 있던 덫처럼 problems
I know I know
짐을 덜고 싶지 않은 당신
그럼 난 말을 줄이며
하고 싶은 얘기를 뒤로 미루고
어느새인가 관심이 없어 보이며
그냥 지나가는 행인1 행인2 행인3
침대위로 누워버려 난
뭘 하고 있을까 넌 알고 있을까
변했어 나의 밤 새벽 2:45
전엔 지옥 같더니 이젠 설레는 마음
그 길로 뛰어나간 난
우리동네에서 제일 좋은 전망
그 밑을 내려다보며
저기 어딘가에 있겠지 하며
이 밤 처음으로 웃었지
환한 네 미소처럼
넌 나를 빛나게 해
존재만으로",1
16,16,STAY,"The Kid LAROI, Justin Bieber",2021.07.09,"211,709",Stay,POP,"I do the same thing I told you
that I never would
I told you I'd change
even when I knew I never could
I know that I can't find
nobody else
as good as you
I need you to stay
need you to stay hey Oh
I get drunk wake up
I'm wasted still
I realize the time
that I wasted here
I feel like you can't
feel the way I feel
Oh I'll be fucked up
if you can't be right here
Oh ooh-woah
Oh ooh-woah ooh-woah
Oh ooh-woah
Oh ooh-woah ooh-woah
Oh ooh-woah
Oh ooh-woah ooh-woah
Oh I'll be fucked up
if you can't be right here
I do the same thing I told you
that I never would
I told you I'd change
even when I knew I never could
I know that I can't find
nobody else
as good as you
I need you to stay
need you to stay hey
I do the same thing I told you
that I never would
I told you I'd change
even when I knew I never could
I know that I can't find
nobody else
as good as you
I need you to stay
need you to stay hey
When I'm away from you
I miss your touch Ooh
You're the reason
I believe in love Ooh
It's been difficult
for me to trust Ooh
And I'm afraid
that I'ma fuck it up Ooh
Ain't no way
that I can leave you stranded
'Cause you ain't ever left me
empty-handed
And you know that I know
that I can't live without you
So baby stay
Oh ooh-woah
Oh ooh-woah ooh-woah
Oh ooh-woah
Oh ooh-woah ooh-woah
Oh ooh-woah
Oh ooh-woah ooh-woah
I'll be fucked up
if you can't be right here
I do the same thing I told you
that I never would
I told you I'd change
even when I knew I never could
I know that I can't find
nobody else
as good as you
I need you to stay
need you to stay hey
I do the same thing
I told you that I never would
I told you I'd change
even when I knew I never could
I know that I can't find
nobody else
as good as you
I need you to stay
need you to stay hey
Woah-oh
I need you to stay
need you to stay hey",1
17,17,드라마,아이유,2021.12.29,"114,638",조각집,발라드,"나도 한때는 그이의 손을 잡고
내가 온 세상 주인공이 된 듯
꽃송이의 꽃잎 하나하나까지
모두 날 위해 피어났지

올림픽대로 뚝섬 유원지
서촌 골목골목 예쁜 식당
나를 휘청거리게 만든
주옥같은 대사들

다시 누군가 사랑할 수 있을까
예쁘다는 말 들을 수 있을까
하루 단 하루만 기회가 온다면
죽을힘을 다해 빛나리

언제부턴가 급격하게
단조로 바뀌던 배경음악
조명이 꺼진 세트장에
혼자 남겨진 나는

단역을 맡은 그냥 평범한 여자
꽃도 하늘도 한강도 거짓말
나의 드라마는 또 이렇게 끝나
나왔는지조차 모르게

끝났는지조차 모르게",2
18,18,Step Back,GOT the beat,2022.01.03,"85,085",Step Back,댄스,"You must step back
어델 어델 봐
너 감히 누구라고 날 제껴
이쯤에서 물러나고
입 닫는게 좋을걸
아님 어디 한번
기어 올라와 보던가
널 짝사랑을 했었니
소꿉장난처럼 어릴 때
엔간히 끼를 좀 끼를 좀 끼를 좀
네가 부렸겠니
소싯적 추억 팔이
그리 재밌니
내 남잔 지금 Another level
너 따윈 꿈도 못 꿀 Level
날 가진 그런 Next level
보다시피 Another level
Don’t bring it to me 꺼져줘
내 거에서 손 떼 너
Step back Step back
다시 태어나도 안될걸
Step back Step back
착한 남자들에게
너는 독배 같은 것
마실수록 외로워
He’s sick and tired everyday
넘지 말아 Border line
Step back Step back
네가 비빌 곳이 아니야
Step back Step back
저울질로 가린 건
참지 못할 가벼운
네 마음일걸
He’s sick and tired everyday
그런다고 네게 되나 들어봐
상상보다 너 같은 애들이 많긴 많아
그러거나 말거나
세상은 너를 빼고 돌아가 돌아가
You gotta get a good mind
Are you looking for fun
재미를 또 찾니
호의로 다가와
이미 계산 끝나
공해상의 보물선을 보기라도 한 듯
막 들이대
시작해 Transaction
넌 좀 감당 못할 Level
세계가 무대인 Our Level
내 곁에서야 가능 Level
보다시피 Another level
Don’t bring it to me 꺼져줘
내 거에서 손 떼 너
Step back Step back
다시 태어나도 안될걸
Step back Step back
착한 남자들에게
너는 독배 같은 것
마실수록 외로워
He’s sick and tired everyday
넘지 말아 Border line
Step back Step back
네가 비빌 곳이 아니야
Step back Step back
저울질로 가린 건
참지 못할 가벼운
네 마음일걸
He’s sick and tired everyday
그와 함께했던 수많은 날들
네 장난 같은 유혹에
흔들리지 않아
사랑이란 감정을
거래하는 건 Too much
이제 그만 꺼져
돌아가 네 세계
다시는 착각은 말고
남자들 다 똑같아
내가 뜨면 시선집중
여기저기 Flash 터져
찍어라 찍어라 찍어라
상상은 너의 Freedom
가지가지 하기 전에
속부터 Build up
더 나가면 넌 좀 다쳐
Girls Bring it on
Step back Step back Step back
Silly girl
The only girl who live in a dream
Step back Step back Step back
Silly girl
내 앞에서 좀 비켜줘 Yeah
Don’t bring it to me 꺼져줘
내 거에서 손 떼 너
Step back Step back
다시 태어나도 안될걸
Step back Step back
착한 남자들에게
너는 독배 같은 것
마실수록 외로워
He’s sick and tired everyday
넘지 말아 Border line
Step back Step back
네가 비빌 곳이 아니야
Step back Step back
저울질로 가린 건
참지 못할 가벼운
네 마음일걸
He’s sick and tired everyday",1
19,19,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),2021.11.20,"170,764",쇼미더머니 10 Episode 3,랩/힙합,"까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know

I say hi
내게 안 된다는 사람들 오랜만이야
나를 봐
너에게 인사를 건네는 여유쯤이야
왜 병을 줬어 내게
덕분에 젖었어 베개는
그래서 I said 'you ready?'
이 노랜 널 위한 곡이니까 들어줘
됐어 이제 와 건네는 응원은 개뻥
날 떠난 그녀도 전화해 취해서
회사 매니저가 음악을 채점했던
그때도 버텼어 매번
거짓말 하지 마 원래 잘 될 줄 알았다네 비오가
멀었어 이게 내 신호탄
새벽에 전화는 하지 마

Always hide freakin' inside
그땐 갉아 먹던 자존감이 식사
Reset 그때 나의 실패를
바란 사람들아
Never change though I'm in a limousine

까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know

No no no oh oh oh oh
I don't change my mind if I'm in a limousine

Oh no no 기억도 안 나고 안 할 거
열두 평 to 120평
울 엄마 식당 말고 골프 쳐
Back in a day yeah
편이 오늘의 적이네 yeah
그걸 깨달았을 때엔
서랍 안에 총을 넣어뒀네

리무진처럼 길고 길었지
지옥 같던 연습실
청춘을 갈아 넣어 뿌린
내 그릇의 가니쉬
좋은 상품이랍시고
많이들 포장도 하지만
아이돌 다 리스펙하지
I hate your laziness

Always hide freakin' inside
그땐 갉아먹던 자존감이 식사
Reset 그때 나의 실패를
바란 사람들아
Never change though I'm in a limousine

까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know

떠나도 보내고
가난은 forever
너 때문에 난
희망을 버렸어

그래도 일어서
다시 걸었어
괜찮아
이건 다 리허설

빌빌댔었던 올해
작년과 2년 전 나의
방의 쌓였던 약에
양의 비례한 곡들과 입속의 단내
돌고 돌고 돌아 breathing

이제 쉬어지네 호흡이
몰래몰래 했던 나의 젊은 날에
한숨 가득 찬 레코딩

네 잎을 바라던 손이
저절로 떼버린 하나의 꽃잎

I didn't want luck. I wanted

까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know

No no no oh oh oh oh
I don't change my mind if I'm in a limousine",1
20,20,버퍼링 (Glitch Mode),NCT DREAM,2022.03.28,"61,891",Glitch Mode - The 2nd Album,댄스,"Scratch that bring it back
(Shook! Shook! Ha)
네 앞에선

Glitch Mode
온몸이 고장 났어 Reload
난 어질 어질 어질 두통
또 돌고 돌아
I’m in Glitch Mode
전에 없던 Situation
너 아님 너만 Repetition
Trouble trouble like a miscode
비상이 걸려
버 버퍼링이야
I’m on that Glitch Mode

엔진 Sound 위험해
겪은 적 없는 Pit a pat
네가 다가와 Whoop! The whoop!
왜 숨이 멎는데
가속도를 타는 심장
Go speeding up
이 감정은 어떤 말도
Can’t get enough

Watch me Imma be crazy
저항도 못하고 Hands up
돌이켜 놔 Into my mind
한방에 퍼지는 Ransom
왜 이래 왜 이래 왜
이건 치명적인 사태
Shutting me down 제어 불가
모두 다 Say I’m too much

네가 몰고 오는
달디단 소나기에
작은 싹이 돋아나
숲을 키워내
Growing up to heaven
Touching on the sun
너를 아무리 아무리
막아도 자라나고
Trouble trouble like a miscode
비상이 걸려
I’m on that Glitch Mode
I’m on that Glitch Mode
I’m on

Scratch that bring it back
(Shook! Shook! Ha)
네 앞에선

Glitch Mode
온몸이 고장 났어 Reload
난 어질 어질 어질 두통
또 돌고 돌아
I’m in Glitch Mode
전에 없던 Situation
너 아님 너만 Repetition
Trouble trouble like a miscode
비상이 걸려
버 버퍼링이야
I’m on that Glitch Mode

Code is 버퍼링 칠해 이 Scene
너의 미모는 Clickbait going
네게 Auto pilot in the air

어디서도 본 적 없던
수식인 걸
외워 둘 수 있어 나는
네 모든 걸

너를 꿈꾸느라 밤새
너 없는 꿈은 전부 Nightmare
시작된 Glitch Mode
놀라지 않아도 돼
오류 하나쯤 I like it
이런 게 사랑이면 Ok

스친 손끝에도
머릿속이 정지돼
낯선 감각들이
내 몸을 지배해
There was no you
There was no me
감정만 떠도는 Place
너 아닌 다른 모든 건
Out of the space

299,792 per second
Light Speed Bass Drop
Robot Blast Start Off
Light Speed Bass Drop

Scratch that bring it back
(Shook! Shook! Ha)
네 앞에선

Glitch Mode
온몸이 고장 났어 Reload
난 어질 어질 어질 두통
또 돌고 돌아
Iʼm in Glitch Mode
전에 없던 Situation
너 아님 너만 Repetition
Trouble trouble like a miscode
비상이 걸려
버 버퍼링이야
I’m on that Glitch Mode",1
21,21,어제처럼,폴킴,2022.02.27,"29,045",어제처럼,발라드,"Trust the warmth inside
Can you feel my love alive
어제처럼
오늘도 아무 일 없는 듯이
그리고
Please don't tell me why
이렇게 돌아서지만
나를 떠나가는 이유를
난 묻진 않을게요
내게 이런 말 하기가
쉽진 않았을 거야
생각해 봤어
얼마나 어려웠을지
다만
슬픈 내 눈물에
돌아설 수 없어
멈출 사랑으로
안을까 봐
난 너무나 두려울 뿐이죠
So baby
Trust the warmth inside
Can you feel my love alive
어제처럼
오늘도 아무 일 없는 듯이
그리고
Please don't tell me why
이렇게 돌아서지만
나를 떠나가는 이유를
난 묻진 않을게요
네겐 너무나 부족한
나를 알고 있기에
다짐해 왔어
언젠가 이별이 오면
그땐
떠난 내 마음이
미안하지 않게
좋은 추억으로
간직하게
널 웃으며 보내준다고
Faith is all we need
It was love that set us free
처음처럼
이별은 아무런 얘기 없이
하지만
Love forever lives
다시는 볼 수 없어도
나의 가슴속엔 언제나
그대 영원하겠죠
언젠가 내 모습 또다시
처음처럼 그립다면
그냥 돌아오면 돼
Don't you know I love you
Faith is all we need
It was love that set us free
처음처럼
이별은 아무런 얘기 없이
하지만
Love forever lives
다시는 볼 수 없어도
나의 가슴속엔 언제나
그대 영원하겠죠",1
22,22,내 생에 아름다운,이예준,2022.03.06,"20,372",내 생에 아름다운,발라드,"Don't walk away I'm falling down
Don't walk away I'm falling down
깊어져만 가는
밤하늘 별빛은 여전히
그 자리 그대를 기다리죠
한참을 말하지 않아도
그대 두 눈 들여다보면
나는 알아요 그대를 느끼죠
햇살 안은 밤하늘 수평선 멀리
그대의 별 되어 늘 그대를 지킬게요
내 생에 가장 아름다운 시간들
나 그댈 위해 간직해온
짙은 숨결 그대에게
닿기를 바래요
Don't walk away I'm falling down
Don't walk away I'm falling down
점점 멀어지는
한동안 그대 외로이
힘없이 지나간 나날들
나는 아파요 그대를 느끼죠
햇살 안은 밤하늘 수평선 멀리
그대의 별 되어 늘 그대를 지킬게요
내 생에 가장 아름다운 시간들
나 그댈 위해 간직해온
짙은 숨결 전해지길
바래요 오직 나 그대가
내 맘 흐르는 하늘을 바라봐줘요
한걸음 다가와 멀어지진 말아줘요
하루하루 같은 이곳에 남겨져
나 그대에게 머물게요
내 생에 가장 아름다운 그대와 영원히",2
23,23,사랑인걸,한동근,2022.03.13,"15,054",사랑인걸,발라드,"하루가 가는 소릴 들어
너 없는 세상 속에
달이 저물고 해가 뜨는 서러움
한날도 한시도 못 살 것 같더니
그저 이렇게 그리워하며 살아
어디서부터 잊어갈까
오늘도 기억 속에
니가 찾아와 하루 종일 떠들어
니 말투 니 표정 너무 분명해서
마치 지금도 내 곁에
니가 사는 것만 같아
사랑인걸 사랑인걸
지워봐도 사랑인걸
아무리 비워내도
내 안에는 너만 살아
너 하나만 너 하나만
기억하고 원하는 걸
보고픈 너의 사진을
꺼내어 보다 잠들어
어디서부터 잊어갈까
오늘도 기억 속에
니가 찾아와 하루 종일 떠들어
니 말투 니 표정 너무 분명해서
마치 지금도 내 곁에
니가 사는 것만 같아
사랑인걸 사랑인걸
지워봐도 사랑인걸
아무리 비워내도
내 안에는 너만 살아
너 하나만 너 하나만
기억하고 원하는 걸
보고픈 너의 사진을
꺼내어 보다 잠들어
잠결에 흐르던 눈물이
곧 말라가듯 조금씩 흐려지겠지
손 내밀면 닿을 듯
아직은 눈에 선한 니 얼굴
사랑해 사랑해 잊으면 안 돼
너만 보고 너만 알고
너만 위해 살았던 난
마음 둘 곳을 몰라
하루가 일 년 같아
아무것도 아무 일도
아무 말도 못하는 난
그래도 사랑을 믿어
그래도 사랑을 믿어
오늘도 사랑을 믿어",2
24,24,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),2022.02.13,"31,510","너, 너 (N번째 연애 X 휘인 (Whee In))",발라드,"하루 종일 집에 누워서
전화기만 보고 있잖아
내 머릿속은
네 생각들로만 짜여져 있어
날 찾지 않아도
좋아하지 않아도
이제는 느낄 수 있어
바라보지 않아도
다른 사람에게 마음을 줘도
이제는 견딜 수 있어
어두운 방 안에서
혼자 있는 나 그리고 하
네가 불러주지 않아도
난 괜찮아 난 괜찮아
날 찾지 않아도
좋아하지 않아도
이제는 느낄 수 있어
바라보지 않아도
다른 사람에게 마음을 줘도
이제는 견딜 수 있어
어두운 방 안에서
혼자 있는 나 그리고 하
네가 불러주지 않아도
난 괜찮아 난 괜찮아
언젠가는 다시
돌아와 주길 와 주길
언젠가는 꼭 다시 볼 수 있기를
볼 수 있기를
어두운 방 안에서
혼자 있는 나 그리고 하
네가 불러주지 않아도
난 괜찮아 난 괜찮아
어두운 방 안에서
혼자 있는 나 그리고 하
네가 불러주지 않아도
난 괜찮아 난 괜찮아",2
25,25,strawberry moon,아이유,2021.10.19,"188,633",strawberry moon,록/메탈,"달이 익어가니 서둘러 젊은 피야
민들레 한 송이 들고
사랑이 어지러이 떠다니는 밤이야
날아가 사뿐히 이루렴

팽팽한 어둠 사이로
떠오르는 기분
이 거대한 무중력에 혹 휘청해도
두렵진 않을 거야

푸르른 우리 위로
커다란 strawberry moon 한 스쿱
나에게 너를 맡겨볼래 eh-oh

바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해 ooh

다시 마주하기 어려운 행운이야
온몸에 심장이 뛰어
Oh 오히려 기꺼이 헤매고픈 밤이야
너와 길 잃을 수 있다면

맞잡은 서로의 손으로
출입구를 허문
이 무한함의 끝과 끝 또 위아래로
비행을 떠날 거야

푸르른 우리 위로
커다란 strawberry moon 한 스쿱
나에게 너를 맡겨볼래 eh-oh
바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해 ooh

놀라워 이보다
꿈같은 순간이 또 있을까 (더 있을까)
아마도 우리가 처음 발견한
오늘 이 밤의 모든 것, 그 위로 날아

푸르른 우리 위로
커다란 strawberry moon 한 스쿱
세상을 가져보니 어때 eh-oh

바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해 ooh",0
26,27,Next Level,aespa,2021.05.17,"239,989",Next Level,댄스,"I’m on the Next Level Yeah
절대적 룰을 지켜
내 손을 놓지 말아
결속은 나의 무기
광야로 걸어가
알아 네 Home ground
위협에 맞서서
제껴라 제껴라 제껴라

상상도 못한 Black out
유혹은 깊고 진해
(Too hot too hot)
맞잡은 손을 놓쳐
난 절대 포기 못해

I’m on the Next Level
저 너머의 문을 열어
Next Level
널 결국엔 내가 부셔
Next Level
KOSMO에 닿을 때까지
Next Level
제껴라 제껴라 제껴라

La la la la la la
La la la la la la
La la la la la la
La la la la la

I see the NU EVO.
적대적인 고난과 슬픔은
널 더 Popping 진화시켜
That’s my naevis It’s my naevis
You lead, we follow
감정들을 배운 다음
Watch me while I make it out

Watch me while I work it out
Watch me while I make it out
Watch me while I work it out
Work it work it work it out

감당할 수 없는 절망도
내 믿음을 깨지 못해
더 아픈 시련을 맞아도
난 잡은 손을 놓지 않을게 Oh

절대로 뒤를 돌아보지 말아
광야의 것 탐내지 말아
약속이 깨지면
모두 걷잡을 수 없게 돼
언제부턴가 불안해져 가는 신호
널 파괴하고 말 거야
(We want it)
Come on!
Show me the way to KOSMO Yeah

Black Mamba가 만들어낸 환각 퀘스트
aespa, ae를 분리시켜놓길 원해 그래
중심을 잃고 목소리도 잃고 비난받고
사람들과 멀어지는 착각 속에
naevis 우리 ae, ae들을 불러봐
aespa의 Next Level “P.O.S”를 열어봐
이건 REAL WORLD 깨어났어
We against the villain
What’s the name?
Black Mamba

결국 난 문을 열어
그 빛은 네겐 Fire
(Too hot too hot)
난 궁금해 미치겠어
이다음에 펼칠 Story
Huh!

I’m on the Next Level
저 너머의 문을 열어
Next Level
널 결국엔 내가 부셔
Next Level
KOSMO에 닿을 때까지
Next Level
제껴라 제껴라 제껴라

I’m on the Next Level
더 강해져 자유롭게
Next Level
난 광야의 내가 아냐
Next Level
야수 같은 나를 느껴
Next Level
제껴라 제껴라 제껴라
Huh!",2
